,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,SymbolID
runoff_per_hr,2.857332496431269,-inf,-inf,-inf,2.5563025007672877,3.15836249209525,3.15836249209525,3.6618126855372615,3.7024305364455254,3.7024305364455254,3.7024305364455254,3.8055008581584002,4.011147360775797,4.4661258704182,4.330819466495837,4.406028944963615,4.608419051317285,4.855155577176994,5.085540306036948,5.083932401638626,5.128883702099773,5.197776611271387,5.290502061453518,5.392309959892819,5.433385757417938,5.459120968849541,5.473151083130739,5.489029868068816,5.479935033944336,5.463848214050881,5.442934207756266,5.416640507338281,5.534140379042428,5.962246181279484,6.087014338748944,6.078942318371443,6.040103683227775,5.978153115790246,5.917841472036566,5.860900727110924,5.96139261480601,6.2439652076531225,6.4870732971612055,6.515415474191513,6.490624168280718,6.418821470005116,6.3413830789046255,6.274928730422655,6.212065025473801,6.152789634503831,6.1033384005072975,6.049621108999388,6.00330539923345,5.962246181279484,5.927647483849386,5.899514090947035,5.8651869151893035,5.839377475502759,5.814340839137843,5.7940974940412096,5.766219453776279,5.739287467770869,5.727736401710295,5.700565274529278,5.67407079569366,5.6528649391414225,5.631484355385979,5.612826224846388,5.597300193190778,5.577077988960845,5.5536888851646005,5.53356871319458,4.922258223432967,0
Cummulative_Time,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,0
